language,concept,form,cognate,eng_trans
36-Hiroshima,CRAMPING (STOMACH),tyikutyiku,i,(SPINE) TINGLING
37-Yamaguchi,CRAMPING (STOMACH),syikusyiku,h,(SPINE) TINGLING
38-Tokushima,CRAMPING (STOMACH),tyikutyiku,i,(SPINE) TINGLING
39-Kagawa,CRAMPING (STOMACH),kotaeru,d,(SPINE) TINGLING
39-Kagawa,CRAMPING (STOMACH),zukizuki,h,(SPINE) TINGLING
39-Kagawa,CRAMPING (STOMACH),zyikuzyiku,h,(SPINE) TINGLING
39-Kagawa,CRAMPING (STOMACH),tyikutyiku,i,(SPINE) TINGLING
40-Ehime,CRAMPING (STOMACH),kirikiri,b,(SPINE) TINGLING
40-Ehime,CRAMPING (STOMACH),tyikutyiku,i,(SPINE) TINGLING
41-Koochi,CRAMPING (STOMACH),syikusyiku,h,(SPINE) TINGLING
42-Fukuoka,CRAMPING (STOMACH),kirikiri,b,(SPINE) TINGLING
43-Saga,CRAMPING (STOMACH),kiriikirii,b,(SPINE) TINGLING
43-Saga,CRAMPING (STOMACH),syikuuNsyikuN,h,(SPINE) TINGLING
44-Nagasaki,CRAMPING (STOMACH),syikusyiku,h,(SPINE) TINGLING
45-Kumamoto,CRAMPING (STOMACH),kitsukitsu,c,(SPINE) TINGLING
46-Oita,CRAMPING (STOMACH),dukuduku,a,(SPINE) TINGLING
47-Miyazaki,CRAMPING (STOMACH),tyukutyuku,i,(SPINE) TINGLING
48-Kagoshima,CRAMPING (STOMACH),syikusyiku,h,(SPINE) TINGLING
01-Hokkaido-coastal,CRAWL,hau,a,(SPINE) TINGLING
02-Hokkaido-inland,CRAWL,hau,a,(SPINE) TINGLING
03-Aomori-Tsugaru,CRAWL,haru,a,(SPINE) TINGLING
04-Aomori-Nambu,CRAWL,haru,a,(SPINE) TINGLING
05-Iwate,CRAWL,hau,a,(SPINE) TINGLING
06-Miyagi,CRAWL,hau,a,(SPINE) TINGLING
06-Miyagi,CRAWL,hE:he:,a,(SPINE) TINGLING
07-Akita,CRAWL,hau,a,(SPINE) TINGLING
07-Akita,CRAWL,nudanbaru,c,(SPINE) TINGLING
08-Yamagata,CRAWL,hau,a,(SPINE) TINGLING
09-Fukushima,CRAWL,hau,a,(SPINE) TINGLING
10-Ibaraki,CRAWL,hau,a,(SPINE) TINGLING
11-Tochigi,CRAWL,haihai,a,(SPINE) TINGLING
11-Tochigi,CRAWL,hau,a,(SPINE) TINGLING
12-Gunma,CRAWL,hau,a,(SPINE) TINGLING
12-Gunma,CRAWL,notaru,b,(SPINE) TINGLING
13-Saitama,CRAWL,hau,a,(SPINE) TINGLING
13-Saitama,CRAWL,notaru,b,(SPINE) TINGLING
14-Chiba,CRAWL,ha:,a,(SPINE) TINGLING
15-Tokyo,CRAWL,hau,a,(SPINE) TINGLING
16-Kanagawa,CRAWL,hau,a,(SPINE) TINGLING
17-Niigata,CRAWL,hO:,a,(SPINE) TINGLING
18-Toyama,CRAWL,haihai,a,(SPINE) TINGLING
18-Toyama,CRAWL,ho:,a,(SPINE) TINGLING
19-Ishikawa,CRAWL,ho:,a,(SPINE) TINGLING
20-Fukui,CRAWL,hau,a,(SPINE) TINGLING
21-Yamanashi,CRAWL,hau,a,(SPINE) TINGLING
22-Nagano,CRAWL,haehae,a,(SPINE) TINGLING
22-Nagano,CRAWL,hau,a,(SPINE) TINGLING
23-Gifu,CRAWL,hau,a,(SPINE) TINGLING
24-Shizuoka,CRAWL,hau,a,(SPINE) TINGLING
25-Aichi,CRAWL,hau,a,(SPINE) TINGLING
26-Mie,CRAWL,hau,a,(SPINE) TINGLING
27-Shiga,CRAWL,hau,a,(SPINE) TINGLING
28-Kyoto,CRAWL,hau,a,(SPINE) TINGLING
29-Osaka,CRAWL,hau,a,(SPINE) TINGLING
30-Hyoogo,CRAWL,hau,a,(SPINE) TINGLING
31-Nara,CRAWL,hau,a,(SPINE) TINGLING
32-Wakayama,CRAWL,hau,a,(SPINE) TINGLING
33-Tottori,CRAWL,hau,a,(SPINE) TINGLING
34-Shimane,CRAWL,ha:,a,(SPINE) TINGLING
35-Okayama,CRAWL,hau,a,(SPINE) TINGLING
36-Hiroshima,CRAWL,hau,a,(SPINE) TINGLING
37-Yamaguchi,CRAWL,hau,a,(SPINE) TINGLING
38-Tokushima,CRAWL,hau,a,(SPINE) TINGLING
39-Kagawa,CRAWL,hau,a,(SPINE) TINGLING
40-Ehime,CRAWL,hau,a,(SPINE) TINGLING
41-Koochi,CRAWL,hau,a,(SPINE) TINGLING
42-Fukuoka,CRAWL,hau,a,(SPINE) TINGLING
42-Fukuoka,CRAWL,tsukubomu,d,(SPINE) TINGLING
43-Saga,CRAWL,hau,a,(SPINE) TINGLING
44-Nagasaki,CRAWL,hau,a,(SPINE) TINGLING
45-Kumamoto,CRAWL,hau,a,(SPINE) TINGLING
46-Oita,CRAWL,hau,a,(SPINE) TINGLING
47-Miyazaki,CRAWL,hau,a,(SPINE) TINGLING
48-Kagoshima,CRAWL,hoQ,a,(SPINE) TINGLING
49-Okinawa,CRAWL,fo:juN,a,(SPINE) TINGLING
01-Hokkaido-coastal,CRY,naku,a,(SPINE) TINGLING
02-Hokkaido-inland,CRY,nagu,a,(SPINE) TINGLING
03-Aomori-Tsugaru,CRY,nagu,a,(SPINE) TINGLING
04-Aomori-Nambu,CRY,nagu,a,(SPINE) TINGLING
05-Iwate,CRY,nagu,a,(SPINE) TINGLING
06-Miyagi,CRY,nagu,a,(SPINE) TINGLING
07-Akita,CRY,nagu,a,(SPINE) TINGLING
08-Yamagata,CRY,nagu,a,(SPINE) TINGLING
09-Fukushima,CRY,nagu,a,(SPINE) TINGLING
10-Ibaraki,CRY,naku,a,(SPINE) TINGLING
11-Tochigi,CRY,nagu,a,(SPINE) TINGLING
12-Gunma,CRY,naku,a,(SPINE) TINGLING
13-Saitama,CRY,naku,a,(SPINE) TINGLING
14-Chiba,CRY,nagu,a,(SPINE) TINGLING
15-Tokyo,CRY,naku,a,(SPINE) TINGLING
16-Kanagawa,CRY,naku,a,(SPINE) TINGLING
17-Niigata,CRY,naku,a,(SPINE) TINGLING
18-Toyama,CRY,naku,a,(SPINE) TINGLING
18-Toyama,CRY,gomeku/gonaru,b,(SPINE) TINGLING
18-Toyama,CRY,wanaru,c,(SPINE) TINGLING
19-Ishikawa,CRY,naku,a,(SPINE) TINGLING
20-Fukui,CRY,naku,a,(SPINE) TINGLING
21-Yamanashi,CRY,naku,a,(SPINE) TINGLING
22-Nagano,CRY,naku,a,(SPINE) TINGLING
23-Gifu,CRY,naku,a,(SPINE) TINGLING
24-Shizuoka,CRY,naku,a,(SPINE) TINGLING
25-Aichi,CRY,naku,a,(SPINE) TINGLING
26-Mie,CRY,naku,a,(SPINE) TINGLING
27-Shiga,CRY,naku,a,(SPINE) TINGLING
28-Kyoto,CRY,naku,a,(SPINE) TINGLING
29-Osaka,CRY,naku,a,(SPINE) TINGLING
30-Hyoogo,CRY,naku,a,(SPINE) TINGLING
31-Nara,CRY,naku,a,(SPINE) TINGLING
32-Wakayama,CRY,naku,a,(SPINE) TINGLING
33-Tottori,CRY,naku,a,(SPINE) TINGLING
34-Shimane,CRY,hoe,d,(SPINE) TINGLING
35-Okayama,CRY,hoeru,a,(SPINE) TINGLING
35-Okayama,CRY,naku,a,(SPINE) TINGLING
36-Hiroshima,CRY,naku,a,(SPINE) TINGLING
36-Hiroshima,CRY,biitsuru,e,(SPINE) TINGLING
37-Yamaguchi,CRY,naku,a,(SPINE) TINGLING
38-Tokushima,CRY,naku,a,(SPINE) TINGLING
39-Kagawa,CRY,naku,a,(SPINE) TINGLING
40-Ehime,CRY,naku,a,(SPINE) TINGLING
41-Koochi,CRY,naku,a,(SPINE) TINGLING
42-Fukuoka,CRY,naku,a,(SPINE) TINGLING
42-Fukuoka,CRY,omeku,f,(SPINE) TINGLING
43-Saga,CRY,naku,a,(SPINE) TINGLING
44-Nagasaki,CRY,naku,a,(SPINE) TINGLING
45-Kumamoto,CRY,naku,a,(SPINE) TINGLING
46-Oita,CRY,naku,a,(SPINE) TINGLING
47-Miyazaki,CRY,naku,a,(SPINE) TINGLING
48-Kagoshima,CRY,naQ,a,(SPINE) TINGLING
49-Okinawa,CRY,nakuN,a,(SPINE) TINGLING
01-Hokkaido-coastal,CUNNING,zurugasyikoi,p,(SPINE) TINGLING
02-Hokkaido-inland,CUNNING,zurui,p,(SPINE) TINGLING
03-Aomori-Tsugaru,CUNNING,kitanegotosu,h,(SPINE) TINGLING
03-Aomori-Tsugaru,CUNNING,nugeme,j,(SPINE) TINGLING
03-Aomori-Tsugaru,CUNNING,zurusuke,p,(SPINE) TINGLING
03-Aomori-Tsugaru,CUNNING,zyosai,r,(SPINE) TINGLING
04-Aomori-Nambu,CUNNING,zurui,p,(SPINE) TINGLING
05-Iwate,CUNNING,zuQbE/zuQpE/suQkE,o,(SPINE) TINGLING
06-Miyagi,CUNNING,hisurakoi,f,(SPINE) TINGLING
07-Akita,CUNNING,dobude,a,(SPINE) TINGLING
09-Fukushima,CUNNING,zuQkoi,c,(SPINE) TINGLING
10-Ibaraki,CUNNING,zurui/zuQkoi,p,(SPINE) TINGLING
11-Tochigi,CUNNING,kosuQkarai,c,(SPINE) TINGLING
13-Saitama,CUNNING,zuree,p,(SPINE) TINGLING
14-Chiba,CUNNING,zurui,p,(SPINE) TINGLING
16-Kanagawa,CUNNING,zurui,p,(SPINE) TINGLING
17-Niigata,CUNNING,zurui,p,(SPINE) TINGLING
18-Toyama,CUNNING,kitanai,h,(SPINE) TINGLING
19-Ishikawa,CUNNING,guQsui,c,(SPINE) TINGLING
20-Fukui,CUNNING,kosui,c,(SPINE) TINGLING
20-Fukui,CUNNING,hikyoo kusai,e,(SPINE) TINGLING
21-Yamanashi,CUNNING,sukoi/kosui,c,(SPINE) TINGLING
22-Nagano,CUNNING,kosui,c,(SPINE) TINGLING
23-Gifu,CUNNING,koQsui,c,(SPINE) TINGLING
24-Shizuoka,CUNNING,sukoi/zuQkoi,c,(SPINE) TINGLING
25-Aichi,CUNNING,kosui,c,(SPINE) TINGLING
25-Aichi,CUNNING,zuQkoi,c,(SPINE) TINGLING
26-Mie,CUNNING,koQsui,c,(SPINE) TINGLING
27-Shiga,CUNNING,sukoi,c,(SPINE) TINGLING
28-Kyoto,CUNNING,sukoi,c,(SPINE) TINGLING
29-Osaka,CUNNING,kosui,c,(SPINE) TINGLING
30-Hyoogo,CUNNING,suQkoi,c,(SPINE) TINGLING
31-Nara,CUNNING,koQsui,c,(SPINE) TINGLING
32-Wakayama,CUNNING,sukoi/suQkoi,c,(SPINE) TINGLING
32-Wakayama,CUNNING,zurui,p,(SPINE) TINGLING
33-Tottori,CUNNING,zurui,p,(SPINE) TINGLING
35-Okayama,CUNNING,zurii,p,(SPINE) TINGLING
36-Hiroshima,CUNNING,kosui,c,(SPINE) TINGLING
37-Yamaguchi,CUNNING,yasyi,n,(SPINE) TINGLING
38-Tokushima,CUNNING,herakoi,d,(SPINE) TINGLING
39-Kagawa,CUNNING,herakoi,d,(SPINE) TINGLING
39-Kagawa,CUNNING,zurugena,p,(SPINE) TINGLING
40-Ehime,CUNNING,kosui,c,(SPINE) TINGLING
40-Ehime,CUNNING,herakoi,d,(SPINE) TINGLING
41-Koochi,CUNNING,kosui,c,(SPINE) TINGLING
42-Fukuoka,CUNNING,kosuka,c,(SPINE) TINGLING
43-Saga,CUNNING,kosuka,c,(SPINE) TINGLING
44-Nagasaki,CUNNING,kosuka,c,(SPINE) TINGLING
45-Kumamoto,CUNNING,kosuka,c,(SPINE) TINGLING
46-Oita,CUNNING,rokudenee,k,(SPINE) TINGLING
46-Oita,CUNNING,zurukii,p,(SPINE) TINGLING
47-Miyazaki,CUNNING,zuhike,p,(SPINE) TINGLING
48-Kagoshima,CUNNING,egasu,b,(SPINE) TINGLING
48-Kagoshima,CUNNING,kosuibaQtyo,c,(SPINE) TINGLING
48-Kagoshima,CUNNING,kosuka,c,(SPINE) TINGLING
48-Kagoshima,CUNNING,iyasyii,g,(SPINE) TINGLING
48-Kagoshima,CUNNING,zuruka/zuika,p,(SPINE) TINGLING
49-Okinawa,CUNNING,yamaguna,m,(SPINE) TINGLING
01-Hokkaido-coastal,DARK,kurai,b,(SPINE) TINGLING
02-Hokkaido-inland,DARK,kurai,b,(SPINE) TINGLING
03-Aomori-Tsugaru,DARK,kurai,b,(SPINE) TINGLING
04-Aomori-Nambu,DARK,kurai,b,(SPINE) TINGLING
05-Iwate,DARK,kurai,b,(SPINE) TINGLING
06-Miyagi,DARK,kurai,b,(SPINE) TINGLING
07-Akita,DARK,kurai,b,(SPINE) TINGLING
08-Yamagata,DARK,kurai,b,(SPINE) TINGLING
09-Fukushima,DARK,kurai,b,(SPINE) TINGLING
10-Ibaraki,DARK,kurai,b,(SPINE) TINGLING
11-Tochigi,DARK,kurai,b,(SPINE) TINGLING
12-Gunma,DARK,kurai,b,(SPINE) TINGLING
13-Saitama,DARK,kurai,b,(SPINE) TINGLING
14-Chiba,DARK,kurai,b,(SPINE) TINGLING
15-Tokyo,DARK,kurai,b,(SPINE) TINGLING
16-Kanagawa,DARK,kurai,b,(SPINE) TINGLING
17-Niigata,DARK,kurai,b,(SPINE) TINGLING
18-Toyama,DARK,kurai,b,(SPINE) TINGLING
19-Ishikawa,DARK,kurai,b,(SPINE) TINGLING
20-Fukui,DARK,kurai,b,(SPINE) TINGLING
21-Yamanashi,DARK,kurai,b,(SPINE) TINGLING
22-Nagano,DARK,kurai,b,(SPINE) TINGLING
23-Gifu,DARK,kurai,b,(SPINE) TINGLING
24-Shizuoka,DARK,kurai,b,(SPINE) TINGLING
25-Aichi,DARK,kurai,b,(SPINE) TINGLING
26-Mie,DARK,kurai,b,(SPINE) TINGLING
27-Shiga,DARK,kurai,b,(SPINE) TINGLING
28-Kyoto,DARK,kurai,b,(SPINE) TINGLING
29-Osaka,DARK,kurai,b,(SPINE) TINGLING
30-Hyoogo,DARK,kurai,b,(SPINE) TINGLING
31-Nara,DARK,kurai,b,(SPINE) TINGLING
32-Wakayama,DARK,kurai,b,(SPINE) TINGLING
33-Tottori,DARK,akaanakaQta,a,(SPINE) TINGLING
34-Shimane,DARK,kurai,b,(SPINE) TINGLING
35-Okayama,DARK,kurai,b,(SPINE) TINGLING
36-Hiroshima,DARK,kurai,b,(SPINE) TINGLING
37-Yamaguchi,DARK,kurai,b,(SPINE) TINGLING
38-Tokushima,DARK,kurai,b,(SPINE) TINGLING
39-Kagawa,DARK,kurai,b,(SPINE) TINGLING
40-Ehime,DARK,kurai,b,(SPINE) TINGLING
41-Koochi,DARK,kurai,b,(SPINE) TINGLING
42-Fukuoka,DARK,kurai,b,(SPINE) TINGLING
42-Fukuoka,DARK,kuroosyitoQta,b,(SPINE) TINGLING
43-Saga,DARK,akoonaN,a,(SPINE) TINGLING
43-Saga,DARK,kurai,b,(SPINE) TINGLING
44-Nagasaki,DARK,kurai,b,(SPINE) TINGLING
45-Kumamoto,DARK,kurai,b,(SPINE) TINGLING
46-Oita,DARK,kurai,b,(SPINE) TINGLING
47-Miyazaki,DARK,kurai,b,(SPINE) TINGLING
48-Kagoshima,DARK,kurai,b,(SPINE) TINGLING
49-Okinawa,DARK,kurai,b,(SPINE) TINGLING
01-Hokkaido-coastal,DRY,kawagu,a,(SPINE) TINGLING
02-Hokkaido-inland,DRY,kawaku,a,(SPINE) TINGLING
03-Aomori-Tsugaru,DRY,kawagu,a,(SPINE) TINGLING
04-Aomori-Nambu,DRY,kawagu,a,(SPINE) TINGLING
05-Iwate,DRY,kawagu,a,(SPINE) TINGLING
05-Iwate,DRY,hoSeru,b,(SPINE) TINGLING
06-Miyagi,DRY,kawagu,a,(SPINE) TINGLING
06-Miyagi,DRY,hitta,b,(SPINE) TINGLING
07-Akita,DRY,kawagu,a,(SPINE) TINGLING
07-Akita,DRY,hoSeru,b,(SPINE) TINGLING
08-Yamagata,DRY,kawagu,a,(SPINE) TINGLING
08-Yamagata,DRY,firu,b,(SPINE) TINGLING
08-Yamagata,DRY,hida,b,(SPINE) TINGLING
09-Fukushima,DRY,kawagu,a,(SPINE) TINGLING
10-Ibaraki,DRY,kawaku,a,(SPINE) TINGLING
10-Ibaraki,DRY,hiru,b,(SPINE) TINGLING
11-Tochigi,DRY,kawagu,a,(SPINE) TINGLING
12-Gunma,DRY,kawaku,a,(SPINE) TINGLING
13-Saitama,DRY,kawaku,a,(SPINE) TINGLING
14-Chiba,DRY,kawagu,a,(SPINE) TINGLING
15-Tokyo,DRY,kawaku,a,(SPINE) TINGLING
16-Kanagawa,DRY,kawaku,a,(SPINE) TINGLING
17-Niigata,DRY,kawaku,a,(SPINE) TINGLING
18-Toyama,DRY,hoseru,b,(SPINE) TINGLING
19-Ishikawa,DRY,kawaku,a,(SPINE) TINGLING
20-Fukui,DRY,hoseru,b,(SPINE) TINGLING
21-Yamanashi,DRY,kawaku,a,(SPINE) TINGLING
22-Nagano,DRY,Siru,b,(SPINE) TINGLING
23-Gifu,DRY,kawaku,a,(SPINE) TINGLING
24-Shizuoka,DRY,kawaku,a,(SPINE) TINGLING
24-Shizuoka,DRY,hiru,b,(SPINE) TINGLING
25-Aichi,DRY,kawaku,a,(SPINE) TINGLING
26-Mie,DRY,kawaku,a,(SPINE) TINGLING
27-Shiga,DRY,kawaku,a,(SPINE) TINGLING
28-Kyoto,DRY,kawaku,a,(SPINE) TINGLING
29-Osaka,DRY,kawaku,a,(SPINE) TINGLING
30-Hyoogo,DRY,kawaku,a,(SPINE) TINGLING
31-Nara,DRY,kawaku,a,(SPINE) TINGLING
32-Wakayama,DRY,kawaku,a,(SPINE) TINGLING
33-Tottori,DRY,kawaku,a,(SPINE) TINGLING
34-Shimane,DRY,kawaku,a,(SPINE) TINGLING
34-Shimane,DRY,fi:,b,(SPINE) TINGLING
34-Shimane,DRY,fu:,b,(SPINE) TINGLING
35-Okayama,DRY,hiru,b,(SPINE) TINGLING
36-Hiroshima,DRY,hiru,b,(SPINE) TINGLING
37-Yamaguchi,DRY,kawaku,a,(SPINE) TINGLING
37-Yamaguchi,DRY,hiru,b,(SPINE) TINGLING
37-Yamaguchi,DRY,iraku,c,(SPINE) TINGLING
38-Tokushima,DRY,kawaku,a,(SPINE) TINGLING
39-Kagawa,DRY,kawaku,a,(SPINE) TINGLING
40-Ehime,DRY,kawaku,a,(SPINE) TINGLING
41-Koochi,DRY,ka:ku,a,(SPINE) TINGLING
42-Fukuoka,DRY,ka:ku,a,(SPINE) TINGLING
42-Fukuoka,DRY,hiagaru,b,(SPINE) TINGLING
43-Saga,DRY,sajuQ,d,(SPINE) TINGLING
44-Nagasaki,DRY,kawaku,a,(SPINE) TINGLING
45-Kumamoto,DRY,hiru,b,(SPINE) TINGLING
46-Oita,DRY,kawaku,a,(SPINE) TINGLING
46-Oita,DRY,hiru,b,(SPINE) TINGLING
46-Oita,DRY,iroku,e,(SPINE) TINGLING
47-Miyazaki,DRY,kawaku,a,(SPINE) TINGLING
47-Miyazaki,DRY,hiagaru,b,(SPINE) TINGLING
47-Miyazaki,DRY,koragu,f,(SPINE) TINGLING
48-Kagoshima,DRY,hiagaQ,b,(SPINE) TINGLING
48-Kagoshima,DRY,koraQ,f,(SPINE) TINGLING
49-Okinawa,DRY,ha:rakuN,a,(SPINE) TINGLING
01-Hokkaido-coastal,EMPTY,karada,a,(SPINE) TINGLING
02-Hokkaido-inland,EMPTY,karanda,a,(SPINE) TINGLING
03-Aomori-Tsugaru,EMPTY,kara,a,(SPINE) TINGLING
04-Aomori-Nambu,EMPTY,karaQpoda,a,(SPINE) TINGLING
05-Iwate,EMPTY,karanda,a,(SPINE) TINGLING
06-Miyagi,EMPTY,karaQpo,a,(SPINE) TINGLING
07-Akita,EMPTY,karanda,a,(SPINE) TINGLING
08-Yamagata,EMPTY,kara,a,(SPINE) TINGLING
09-Fukushima,EMPTY,karaQpo,a,(SPINE) TINGLING
10-Ibaraki,EMPTY,karaQpo,a,(SPINE) TINGLING
11-Tochigi,EMPTY,karaQpo,a,(SPINE) TINGLING
12-Gunma,EMPTY,karaNpo,a,(SPINE) TINGLING
13-Saitama,EMPTY,karaQpo,a,(SPINE) TINGLING
14-Chiba,EMPTY,karaQpo,a,(SPINE) TINGLING
15-Tokyo,EMPTY,karada,a,(SPINE) TINGLING
16-Kanagawa,EMPTY,karaQpo,a,(SPINE) TINGLING
17-Niigata,EMPTY,karaQpo,a,(SPINE) TINGLING
18-Toyama,EMPTY,garagara,a,(SPINE) TINGLING
18-Toyama,EMPTY,karada/garada,a,(SPINE) TINGLING
19-Ishikawa,EMPTY,karaQpoya,a,(SPINE) TINGLING
20-Fukui,EMPTY,karaQpo,a,(SPINE) TINGLING
21-Yamanashi,EMPTY,kara/karaQpo,a,(SPINE) TINGLING
22-Nagano,EMPTY,karaQpo,a,(SPINE) TINGLING
23-Gifu,EMPTY,kara,a,(SPINE) TINGLING
24-Shizuoka,EMPTY,kara/karaQpo,a,(SPINE) TINGLING
25-Aichi,EMPTY,karaQpo,a,(SPINE) TINGLING
26-Mie,EMPTY,karaQpo,a,(SPINE) TINGLING
27-Shiga,EMPTY,kara,a,(SPINE) TINGLING
28-Kyoto,EMPTY,karaQpo,a,(SPINE) TINGLING
29-Osaka,EMPTY,karaQpo,a,(SPINE) TINGLING
30-Hyoogo,EMPTY,kara/karaQpo,a,(SPINE) TINGLING
30-Hyoogo,EMPTY,suQkarakaN,a,(SPINE) TINGLING
31-Nara,EMPTY,karakara,a,(SPINE) TINGLING
31-Nara,EMPTY,karaQpo,a,(SPINE) TINGLING
32-Wakayama,EMPTY,kara,a,(SPINE) TINGLING
33-Tottori,EMPTY,kara,a,(SPINE) TINGLING
34-Shimane,EMPTY,karaQpo,a,(SPINE) TINGLING
35-Okayama,EMPTY,kara,a,(SPINE) TINGLING
36-Hiroshima,EMPTY,kara,a,(SPINE) TINGLING
37-Yamaguchi,EMPTY,kara,a,(SPINE) TINGLING
38-Tokushima,EMPTY,kara,a,(SPINE) TINGLING
39-Kagawa,EMPTY,kara,a,(SPINE) TINGLING
40-Ehime,EMPTY,kara,a,(SPINE) TINGLING
41-Koochi,EMPTY,kara/karaQpo,a,(SPINE) TINGLING
42-Fukuoka,EMPTY,kara,a,(SPINE) TINGLING
43-Saga,EMPTY,kara,a,(SPINE) TINGLING
44-Nagasaki,EMPTY,kara,a,(SPINE) TINGLING
45-Kumamoto,EMPTY,kara,a,(SPINE) TINGLING
46-Oita,EMPTY,kara,a,(SPINE) TINGLING
47-Miyazaki,EMPTY,kara,a,(SPINE) TINGLING
48-Kagoshima,EMPTY,kara,a,(SPINE) TINGLING
48-Kagoshima,EMPTY,karaQpozya,a,(SPINE) TINGLING
49-Okinawa,EMPTY,hara,a,(SPINE) TINGLING
01-Hokkaido-coastal,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
02-Hokkaido-inland,EXHAUSTED-1,kutakuta,i,(SPINE) TINGLING
03-Aomori-Tsugaru,EXHAUSTED-1,gutara,i,(SPINE) TINGLING
04-Aomori-Nambu,EXHAUSTED-1,gunaaQ,g,(SPINE) TINGLING
05-Iwate,EXHAUSTED-1,guNnari/giNnari,g,(SPINE) TINGLING
06-Miyagi,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
07-Akita,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
08-Yamagata,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
09-Fukushima,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
10-Ibaraki,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
11-Tochigi,EXHAUSTED-1,kowakutesyaane,p,(SPINE) TINGLING
12-Gunma,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
13-Saitama,EXHAUSTED-1,darii,c,(SPINE) TINGLING
13-Saitama,EXHAUSTED-1,guQtari/keQtarii,i,(SPINE) TINGLING
13-Saitama,EXHAUSTED-1,nomeQta,r,(SPINE) TINGLING
14-Chiba,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
15-Tokyo,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
16-Kanagawa,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
16-Kanagawa,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
16-Kanagawa,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
16-Kanagawa,EXHAUSTED-1,hetoheto,j,(SPINE) TINGLING
17-Niigata,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
17-Niigata,EXHAUSTED-1,naNgikotee,q,(SPINE) TINGLING
18-Toyama,EXHAUSTED-1,dayo,d,(SPINE) TINGLING
19-Ishikawa,EXHAUSTED-1,dayai,d,(SPINE) TINGLING
19-Ishikawa,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
20-Fukui,EXHAUSTED-1,ero,e,(SPINE) TINGLING
20-Fukui,EXHAUSTED-1,hetoheto,j,(SPINE) TINGLING
21-Yamanashi,EXHAUSTED-1,tsukaretoo,u,(SPINE) TINGLING
22-Nagano,EXHAUSTED-1,erai,e,(SPINE) TINGLING
23-Gifu,EXHAUSTED-1,eroteerotedomonaraN,e,(SPINE) TINGLING
24-Shizuoka,EXHAUSTED-1,kuQtakuta,i,(SPINE) TINGLING
25-Aichi,EXHAUSTED-1,erAA,e,(SPINE) TINGLING
26-Mie,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
26-Mie,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
27-Shiga,EXHAUSTED-1,hoQkori,k,(SPINE) TINGLING
28-Kyoto,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
28-Kyoto,EXHAUSTED-1,syiNdoi,s,(SPINE) TINGLING
29-Osaka,EXHAUSTED-1,goQtsui,f,(SPINE) TINGLING
30-Hyoogo,EXHAUSTED-1,hetaQte,j,(SPINE) TINGLING
31-Nara,EXHAUSTED-1,kutakuta,i,(SPINE) TINGLING
32-Wakayama,EXHAUSTED-1,erai,e,(SPINE) TINGLING
32-Wakayama,EXHAUSTED-1,kaidari,m,(SPINE) TINGLING
32-Wakayama,EXHAUSTED-1,kotaeta,o,(SPINE) TINGLING
32-Wakayama,EXHAUSTED-1,yanikoi,w,(SPINE) TINGLING
33-Tottori,EXHAUSTED-1,ikeN,l,(SPINE) TINGLING
34-Shimane,EXHAUSTED-1,doroNdoroN,a,(SPINE) TINGLING
34-Shimane,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
35-Okayama,EXHAUSTED-1,eree,e,(SPINE) TINGLING
36-Hiroshima,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
36-Hiroshima,EXHAUSTED-1,taigii,t,(SPINE) TINGLING
37-Yamaguchi,EXHAUSTED-1,erai,e,(SPINE) TINGLING
38-Tokushima,EXHAUSTED-1,kutakuta,i,(SPINE) TINGLING
39-Kagawa,EXHAUSTED-1,kutakuta,i,(SPINE) TINGLING
39-Kagawa,EXHAUSTED-1,hetoheto,j,(SPINE) TINGLING
40-Ehime,EXHAUSTED-1,guQsyari,h,(SPINE) TINGLING
41-Koochi,EXHAUSTED-1,unaguQta,v,(SPINE) TINGLING
42-Fukuoka,EXHAUSTED-1,guQtari,i,(SPINE) TINGLING
43-Saga,EXHAUSTED-1,kitabureta/kutaburetaa,i,(SPINE) TINGLING
44-Nagasaki,EXHAUSTED-1,kitsuka,n,(SPINE) TINGLING
45-Kumamoto,EXHAUSTED-1,kudaQ,i,(SPINE) TINGLING
45-Kumamoto,EXHAUSTED-1,kyaakutabireta,i,(SPINE) TINGLING
46-Oita,EXHAUSTED-1,daQtyisyimoota,b,(SPINE) TINGLING
47-Miyazaki,EXHAUSTED-1,dareta,c,(SPINE) TINGLING
